<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.08.02	05:11:00	25779	25779	25758	25759	73	0	14
2021.08.02	05:12:00	25759	25798	25755	25793	91	0	14
2021.08.02	05:13:00	25793	25826	25771	25823	85	0	14
2021.08.02	05:14:00	25823	25829	25789	25822	99	0	14
2021.08.02	05:15:00	25822	25822	25777	25802	92	0	14
2021.08.02	05:16:00	25802	25862	25798	25862	95	0	14
2021.08.02	05:17:00	25856	25877	25840	25871	87	0	14
2021.08.02	05:18:00	25872	25880	25848	25877	84	0	14
2021.08.02	05:19:00	25877	25877	25827	25845	79	0	14
2021.08.02	05:20:00	25846	25865	25813	25860	96	0	14
2021.08.02	05:21:00	25860	25860	25829	25835	79	0	14
2021.08.02	05:22:00	25835	25845	25822	25842	75	0	14
2021.08.02	05:23:00	25842	25864	25836	25857	85	0	14
2021.08.02	05:24:00	25857	25894	25850	25881	91	0	14
2021.08.02	05:25:00	25881	25901	25854	25892	88	0	14
2021.08.02	05:26:00	25893	25911	25881	25905	81	0	14
2021.08.02	05:27:00	25905	25912	25863	25888	91	0	14
2021.08.02	05:28:00	25888	25924	25884	25924	81	0	14
2021.08.02	05:29:00	25924	25979	25922	25979	99	0	14
2021.08.02	05:30:00	25979	25988	25943	25961	101	0	14
2021.08.02	05:31:00	25961	25999	25954	25985	98	0	14
2021.08.02	05:32:00	25985	25998	25945	25993	85	0	14
2021.08.02	05:33:00	25993	26035	25975	26026	99	0	14
2021.08.02	05:34:00	26026	26028	26000	26013	94	0	14
2021.08.02	05:35:00	26013	26076	26013	26076	91	0	14
2021.08.02	05:36:00	26076	26093	26051	26051	126	0	14
2021.08.02	05:37:00	26051	26094	26017	26094	102	0	14
2021.08.02	05:38:00	26094	26103	26073	26102	88	0	14
2021.08.02	05:39:00	26102	26111	26070	26092	80	0	14
2021.08.02	05:40:00	26092	26142	26075	26142	110	0	14
2021.08.02	05:41:00	26142	26146	26122	26128	89	0	14
2021.08.02	05:42:00	26128	26152	26094	26151	117	0	14
2021.08.02	05:43:00	26151	26162	26133	26135	87	0	14
2021.08.02	05:44:00	26135	26141	26091	26116	84	0	14
2021.08.02	05:45:00	26116	26157	26102	26136	125	0	14
2021.08.02	05:46:00	26136	26165	26111	26133	103	0	14
2021.08.02	05:47:00	26133	26134	26101	26116	77	0	14
2021.08.02	05:48:00	26116	26133	26085	26126	83	0	14
2021.08.02	05:49:00	26126	26146	26104	26114	90	0	14
2021.08.02	05:50:00	26114	26141	26082	26107	92	0	14
2021.08.02	05:51:00	26107	26134	26098	26134	110	0	14
2021.08.02	05:52:00	26134	26180	26123	26173	111	0	14
2021.08.02	05:53:00	26177	26209	26156	26204	91	0	14
2021.08.02	05:54:00	26204	26238	26188	26222	107	0	14
2021.08.02	05:55:00	26222	26235	26198	26217	77	0	14
2021.08.02	05:56:00	26217	26245	26216	26237	88	0	14
2021.08.02	05:57:00	26237	26242	26179	26215	81	0	14
2021.08.02	05:58:00	26215	26248	26199	26245	83	0	14
2021.08.02	05:59:00	26245	26254	26207	26208	95	0	14
2021.08.02	06:00:00	26209	26231	26182	26188	114	0	14
2021.08.02	06:01:00	26188	26199	26149	26153	82	0	14
2021.08.02	06:02:00	26153	26197	26141	26176	89	0	14
2021.08.02	06:03:00	26176	26196	26156	26186	83	0	14
2021.08.02	06:04:00	26186	26208	26150	26208	90	0	14
2021.08.02	06:05:00	26208	26216	26191	26215	81	0	14
2021.08.02	06:06:00	26215	26226	26189	26221	85	0	14
2021.08.02	06:07:00	26221	26227	26205	26221	68	0	14
2021.08.02	06:08:00	26221	26225	26201	26210	80	0	14
2021.08.02	06:09:00	26210	26248	26209	26243	83	0	14
2021.08.02	06:10:00	26243	26243	26213	26220	69	0	14
2021.08.02	06:11:00	26220	26246	26184	26244	87	0	14
2021.08.02	06:12:00	26245	26265	26228	26231	115	0	14
2021.08.02	06:13:00	26231	26239	26199	26221	79	0	14
2021.08.02	06:14:00	26221	26229	26213	26218	77	0	14
2021.08.02	06:15:00	26218	26241	26184	26238	100	0	14
2021.08.02	06:16:00	26238	26251	26230	26242	82	0	14
2021.08.02	06:17:00	26242	26257	26240	26254	70	0	14
2021.08.02	06:18:00	26254	26265	26226	26256	88	0	14
2021.08.02	06:19:00	26256	26261	26250	26260	66	0	14
2021.08.02	06:20:00	26260	26261	26238	26238	60	0	14
2021.08.02	06:21:00	26237	26245	26218	26223	70	0	14
2021.08.02	06:22:00	26223	26231	26196	26223	68	0	14
2021.08.02	06:23:00	26223	26223	26197	26210	72	0	14
2021.08.02	06:24:00	26210	26230	26210	26214	70	0	14
2021.08.02	06:25:00	26211	26223	26179	26215	73	0	14
2021.08.02	06:26:00	26215	26219	26199	26205	75	0	14
2021.08.02	06:27:00	26205	26237	26205	26226	61	0	14
2021.08.02	06:28:00	26227	26228	26211	26212	61	0	14
2021.08.02	06:29:00	26212	26274	26209	26270	83	0	14
2021.08.02	06:30:00	26270	26271	26245	26245	62	0	14
2021.08.02	06:31:00	26245	26286	26223	26284	84	0	14
2021.08.02	06:32:00	26284	26304	26273	26293	69	0	14
2021.08.02	06:33:00	26293	26297	26261	26290	70	0	14
2021.08.02	06:34:00	26290	26297	26280	26286	57	0	14
2021.08.02	06:35:00	26286	26295	26271	26272	56	0	14
2021.08.02	06:36:00	26272	26273	26258	26268	56	0	14
2021.08.02	06:37:00	26268	26270	26259	26265	51	0	14
2021.08.02	06:38:00	26265	26266	26233	26252	58	0	14
2021.08.02	06:39:00	26252	26254	26221	26250	53	0	14
2021.08.02	06:40:00	26250	26253	26241	26241	45	0	14
2021.08.02	06:41:00	26240	26245	26236	26242	48	0	14
2021.08.02	06:42:00	26242	26247	26240	26245	33	0	14
2021.08.02	06:43:00	26245	26251	26217	26236	46	0	14
2021.08.02	06:44:00	26237	26243	26236	26239	31	0	14
2021.08.02	06:45:00	26239	26239	26220	26225	42	0	14
2021.08.02	06:46:00	26225	26225	26210	26211	38	0	14
2021.08.02	06:47:00	26211	26212	26177	26200	45	0	14
2021.08.02	06:48:00	26200	26204	26194	26199	47	0	14
2021.08.02	06:49:00	26199	26201	26192	26193	42	0	14
2021.08.02	06:50:00	26193	26202	26191	26199	38	0	14
2021.08.02	06:51:00	26199	26199	26189	26198	45	0	14
2021.08.02	06:52:00	26199	26207	26195	26205	36	0	14
2021.08.02	06:53:00	26205	26211	26202	26205	29	0	14
2021.08.02	06:54:00	26203	26213	26203	26212	23	0	14
2021.08.02	06:55:00	26212	26217	26209	26211	28	0	14
2021.08.02	06:56:00	26210	26213	26192	26192	36	0	14
2021.08.02	06:57:00	26192	26195	26185	26192	37	0	14
2021.08.02	06:58:00	26192	26197	26186	26197	21	0	14
2021.08.02	06:59:00	26197	26204	26162	26162	38	0	14
2021.08.02	08:00:00	26190	26199	26158	26167	93	0	14
2021.08.02	08:01:00	26167	26188	26141	26169	116	0	14
2021.08.02	08:02:00	26169	26177	26118	26150	104	0	14
2021.08.02	08:03:00	26148	26167	26139	26162	77	0	14
2021.08.02	08:04:00	26162	26191	26159	26191	78	0	14
2021.08.02	08:05:00	26191	26208	26165	26193	83	0	14
2021.08.02	08:06:00	26193	26205	26183	26185	69	0	14
2021.08.02	08:07:00	26185	26211	26184	26204	73	0	14
2021.08.02	08:08:00	26204	26208	26195	26195	69	0	14
2021.08.02	08:09:00	26192	26203	26161	26183	84	0	14
2021.08.02	08:10:00	26183	26198	26143	26191	84	0	14
2021.08.02	08:11:00	26191	26203	26191	26200	71	0	14
2021.08.02	08:12:00	26200	26205	26189	26196	66	0	14
2021.08.02	08:13:00	26196	26223	26194	26219	80	0	14
2021.08.02	08:14:00	26219	26236	26192	26234	73	0	14
2021.08.02	08:15:00	26234	26234	26205	26206	83	0	14
2021.08.02	08:16:00	26205	26222	26191	26220	73	0	14
2021.08.02	08:17:00	26220	26228	26208	26208	74	0	14
2021.08.02	08:18:00	26208	26225	26208	26221	59	0	14
2021.08.02	08:19:00	26221	26226	26208	26224	72	0	14
2021.08.02	08:20:00	26224	26233	26207	26207	80	0	14
2021.08.02	08:21:00	26207	26214	26198	26208	60	0	14
2021.08.02	08:22:00	26208	26222	26205	26222	70	0	14
2021.08.02	08:23:00	26222	26236	26220	26230	65	0	14
2021.08.02	08:24:00	26229	26239	26221	26235	75	0	14
2021.08.02	08:25:00	26235	26247	26233	26245	64	0	14
2021.08.02	08:26:00	26245	26261	26242	26261	68	0	14
2021.08.02	08:27:00	26261	26262	26250	26262	60	0	14
2021.08.02	08:28:00	26262	26269	26243	26268	62	0	14
2021.08.02	08:29:00	26268	26277	26268	26276	60	0	14
2021.08.02	08:30:00	26276	26291	26268	26291	78	0	14
2021.08.02	08:31:00	26291	26302	26285	26288	55	0	14
2021.08.02	08:32:00	26288	26296	26264	26288	67	0	14
2021.08.02	08:33:00	26288	26291	26274	26275	64	0	14
2021.08.02	08:34:00	26276	26286	26271	26278	54	0	14
2021.08.02	08:35:00	26278	26278	26260	26261	62	0	14
2021.08.02	08:36:00	26261	26271	26257	26270	58	0	14
2021.08.02	08:37:00	26271	26278	26256	26260	56	0	14
2021.08.02	08:38:00	26260	26265	26257	26260	51	0	14
2021.08.02	08:39:00	26260	26265	26243	26243	57	0	14
2021.08.02	08:40:00	26243	26252	26238	26239	53	0	14
2021.08.02	08:41:00	26239	26250	26235	26249	64	0	14
2021.08.02	08:42:00	26249	26259	26247	26257	64	0	14
2021.08.02	08:43:00	26257	26259	26237	26237	62	0	14
2021.08.02	08:44:00	26237	26248	26237	26247	54	0	14
2021.08.02	08:45:00	26247	26257	26242	26252	60	0	14
2021.08.02	08:46:00	26252	26252	26212	26248	49	0	14
2021.08.02	08:47:00	26249	26250	26236	26238	43	0	14
2021.08.02	08:48:00	26238	26240	26215	26216	44	0	14
2021.08.02	08:49:00	26217	26223	26209	26212	57	0	14
2021.08.02	08:50:00	26212	26228	26212	26225	58	0	14
2021.08.02	08:51:00	26225	26226	26200	26204	59	0	14
2021.08.02	08:52:00	26204	26208	26202	26207	56	0	14
2021.08.02	08:53:00	26207	26215	26199	26202	46	0	14
2021.08.02	08:54:00	26202	26202	26157	26181	58	0	14
2021.08.02	08:55:00	26181	26195	26168	26192	71	0	14
2021.08.02	08:56:00	26192	26195	26189	26195	51	0	14
2021.08.02	08:57:00	26195	26212	26180	26209	57	0	14
2021.08.02	08:58:00	26209	26209	26196	26198	54	0	14
2021.08.02	08:59:00	26199	26200	26190	26191	47	0	14
2021.08.02	09:00:00	26190	26209	26190	26199	60	0	14
2021.08.02	09:01:00	26199	26199	26162	26178	84	0	14
2021.08.02	09:02:00	26178	26191	26152	26177	79	0	14
2021.08.02	09:03:00	26177	26186	26156	26183	57	0	14
2021.08.02	09:04:00	26183	26190	26172	26188	61	0	14
2021.08.02	09:05:00	26188	26190	26169	26183	74	0	14
2021.08.02	09:06:00	26183	26196	26180	26195	72	0	14
2021.08.02	09:07:00	26195	26211	26191	26210	67	0	14
2021.08.02	09:08:00	26210	26223	26207	26223	69	0	14
2021.08.02	09:09:00	26223	26228	26195	26227	49	0	14
2021.08.02	09:10:00	26227	26229	26213	26225	61	0	14
2021.08.02	09:11:00	26225	26226	26207	26213	67	0	14
2021.08.02	09:12:00	26213	26214	26190	26191	66	0	14
2021.08.02	09:13:00	26191	26195	26187	26190	49	0	14
2021.08.02	09:14:00	26190	26202	26188	26190	42	0	14
2021.08.02	09:15:00	26190	26194	26179	26179	66	0	14
2021.08.02	09:16:00	26179	26198	26167	26185	68	0	14
2021.08.02	09:17:00	26185	26190	26159	26182	59	0	14
2021.08.02	09:18:00	26182	26196	26163	26190	63	0	14
2021.08.02	09:19:00	26190	26196	26168	26192	60	0	14
2021.08.02	09:20:00	26192	26195	26180	26190	57	0	14
2021.08.02	09:21:00	26190	26205	26190	26193	65	0	14
2021.08.02	09:22:00	26193	26193	26172	26177	61	0	14
2021.08.02	09:23:00	26177	26179	26169	26170	56	0	14
2021.08.02	09:24:00	26170	26182	26169	26173	54	0	14
2021.08.02	09:25:00	26173	26177	26165	26166	69	0	14
2021.08.02	09:26:00	26166	26170	26160	26168	56	0	14
2021.08.02	09:27:00	26168	26179	26162	26172	60	0	14
2021.08.02	09:28:00	26173	26179	26172	26172	51	0	14
2021.08.02	09:29:00	26172	26186	26171	26177	57	0	14
2021.08.02	09:30:00	26178	26206	26178	26203	64	0	14
2021.08.02	09:31:00	26202	26211	26198	26207	66	0	14
2021.08.02	09:32:00	26207	26212	26202	26211	48	0	14
2021.08.02	09:33:00	26211	26220	26203	26218	57	0	14
2021.08.02	09:34:00	26218	26218	26204	26205	51	0	14
2021.08.02	09:35:00	26205	26205	26170	26190	58	0	14
2021.08.02	09:36:00	26190	26202	26190	26195	59	0	14
2021.08.02	09:37:00	26195	26200	26190	26194	49	0	14
2021.08.02	09:38:00	26194	26200	26192	26199	41	0	14
2021.08.02	09:39:00	26199	26210	26198	26207	51	0	14
2021.08.02	09:40:00	26207	26212	26203	26209	55	0	14
2021.08.02	09:41:00	26209	26210	26193	26196	58	0	14
2021.08.02	09:42:00	26196	26208	26194	26208	42	0	14
2021.08.02	09:43:00	26208	26208	26176	26207	52	0	14
2021.08.02	09:44:00	26208	26209	26200	26206	42	0	14
2021.08.02	09:45:00	26205	26207	26201	26206	36	0	14
2021.08.02	09:46:00	26206	26215	26203	26208	39	0	14
2021.08.02	09:47:00	26208	26208	26189	26193	52	0	14
2021.08.02	09:48:00	26193	26203	26190	26200	57	0	14
2021.08.02	09:49:00	26200	26210	26199	26207	44	0	14
2021.08.02	09:50:00	26207	26211	26191	26193	49	0	14
2021.08.02	09:51:00	26193	26193	26182	26183	54	0	14
2021.08.02	09:52:00	26183	26186	26158	26176	60	0	14
2021.08.02	09:53:00	26176	26179	26156	26157	56	0	14
2021.08.02	09:54:00	26157	26162	26146	26154	57	0	14
2021.08.02	09:55:00	26154	26165	26150	26164	66	0	14
2021.08.02	09:56:00	26164	26180	26140	26163	72	0	14
2021.08.02	09:57:00	26163	26174	26151	26172	59	0	14
2021.08.02	09:58:00	26172	26177	26165	26166	49	0	14
2021.08.02	09:59:00	26165	26168	26153	26158	52	0	14
2021.08.02	10:00:00	26158	26179	26139	26179	99	0	14
2021.08.02	10:01:00	26179	26187	26176	26176	64	0	14
2021.08.02	10:02:00	26177	26186	26172	26184	51	0	14
2021.08.02	10:03:00	26184	26208	26183	26205	64	0	14
2021.08.02	10:04:00	26205	26205	26190	26194	52	0	14
2021.08.02	10:05:00	26194	26208	26192	26199	60	0	14
2021.08.02	10:06:00	26199	26212	26180	26200	56	0	14
2021.08.02	10:07:00	26200	26208	26191	26193	58	0	14
2021.08.02	10:08:00	26193	26202	26189	26198	55	0	14
2021.08.02	10:09:00	26198	26203	26188	26189	53	0	14
2021.08.02	10:10:00	26189	26192	26182	26182	54	0	14
2021.08.02	10:11:00	26182	26187	26180	26184	44	0	14
2021.08.02	10:12:00	26185	26189	26178	26189	46	0	14
2021.08.02	10:13:00	26189	26191	26180	26186	54	0	14
2021.08.02	10:14:00	26186	26188	26176	26178	40	0	14
2021.08.02	10:15:00	26179	26184	26173	26176	51	0	14
2021.08.02	10:16:00	26176	26188	26173	26187	53	0	14
2021.08.02	10:17:00	26187	26187	26172	26173	44	0	14
2021.08.02	10:18:00	26173	26186	26172	26177	42	0	14
2021.08.02	10:19:00	26177	26181	26173	26180	33	0	14
2021.08.02	10:20:00	26180	26183	26171	26173	45	0	14
2021.08.02	10:21:00	26173	26176	26165	26175	35	0	14
2021.08.02	10:22:00	26175	26189	26175	26187	49	0	14
2021.08.02	10:23:00	26187	26196	26186	26190	56	0	14
2021.08.02	10:24:00	26190	26196	26185	26185	44	0	14
2021.08.02	10:25:00	26185	26191	26176	26177	52	0	14
2021.08.02	10:26:00	26177	26178	26171	26176	37	0	14
2021.08.02	10:27:00	26176	26176	26163	26168	34	0	14
2021.08.02	10:28:00	26168	26187	26167	26186	44	0	14
2021.08.02	10:29:00	26186	26188	26180	26187	40	0	14
2021.08.02	10:30:00	26187	26199	26184	26197	47	0	14
2021.08.02	10:31:00	26197	26202	26193	26199	34	0	14
2021.08.02	10:32:00	26199	26206	26196	26201	49	0	14
2021.08.02	10:33:00	26201	26208	26201	26205	32	0	14
2021.08.02	10:34:00	26205	26205	26196	26205	44	0	14
2021.08.02	10:35:00	26205	26209	26202	26207	26	0	14
2021.08.02	10:36:00	26207	26208	26204	26207	26	0	14
2021.08.02	10:37:00	26207	26207	26192	26192	44	0	14
2021.08.02	10:38:00	26192	26197	26187	26197	29	0	14
2021.08.02	10:39:00	26197	26198	26182	26185	41	0	14
2021.08.02	10:40:00	26185	26190	26179	26179	38	0	14
2021.08.02	10:41:00	26179	26189	26179	26184	35	0	14
2021.08.02	10:42:00	26183	26188	26155	26178	28	0	14
2021.08.02	10:43:00	26178	26181	26158	26175	44	0	14
2021.08.02	10:44:00	26175	26176	26169	26171	41	0	14
2021.08.02	10:45:00	26171	26181	26171	26178	47	0	14
2021.08.02	10:46:00	26178	26181	26174	26178	40	0	14
2021.08.02	10:47:00	26178	26184	26171	26176	36	0	14
2021.08.02	10:48:00	26176	26184	26173	26179	46	0	14
2021.08.02	10:49:00	26179	26179	26167	26167	42	0	14
2021.08.02	10:50:00	26167	26177	26150	26176	54	0	14
2021.08.02	10:51:00	26176	26178	26165	26168	35	0	14
2021.08.02	10:52:00	26168	26169	26141	26151	58	0	14
2021.08.02	10:53:00	26151	26156	26085	26135	176	0	14
2021.08.02	10:54:00	26135	26137	26122	26123	76	0	14
2021.08.02	10:55:00	26123	26141	26114	26135	81	0	14
2021.08.02	10:56:00	26135	26140	26127	26136	67	0	14
2021.08.02	10:57:00	26136	26139	26128	26130	62	0	14
2021.08.02	10:58:00	26130	26143	26127	26141	68	0	14
2021.08.02	10:59:00	26141	26151	26138	26146	62	0	14
2021.08.02	11:00:00	26146	26148	26120	26142	64	0	14
2021.08.02	11:01:00	26142	26165	26139	26154	68	0	14
2021.08.02	11:02:00	26154	26155	26145	26151	46	0	14
2021.08.02	11:03:00	26151	26167	26146	26162	55	0	14
2021.08.02	11:04:00	26162	26168	26158	26166	31	0	14
2021.08.02	11:05:00	26166	26168	26157	26160	38	0	14
2021.08.02	11:06:00	26160	26164	26148	26162	54	0	14
2021.08.02	11:07:00	26162	26198	26159	26196	67	0	14
2021.08.02	11:08:00	26196	26197	26175	26184	73	0	14
2021.08.02	11:09:00	26184	26194	26175	26186	76	0	14
2021.08.02	11:10:00	26186	26199	26186	26188	44	0	14
2021.08.02	11:11:00	26188	26192	26172	26176	51	0	14
2021.08.02	11:12:00	26176	26176	26170	26171	32	0	14
2021.08.02	11:13:00	26171	26183	26171	26182	31	0	14
2021.08.02	11:14:00	26182	26185	26176	26185	35	0	14
2021.08.02	11:15:00	26185	26188	26163	26168	45	0	14
2021.08.02	11:16:00	26168	26172	26161	26166	35	0	14
2021.08.02	11:17:00	26166	26168	26159	26163	33	0	14
2021.08.02	11:18:00	26163	26173	26161	26173	31	0	14
2021.08.02	11:19:00	26173	26178	26169	26170	32	0	14
2021.08.02	11:20:00	26170	26171	26159	26167	26	0	14
2021.08.02	11:21:00	26167	26168	26163	26163	20	0	14
2021.08.02	11:22:00	26163	26170	26159	26169	38	0	14
2021.08.02	11:23:00	26169	26169	26162	26166	26	0	14
2021.08.02	11:24:00	26166	26170	26164	26168	36	0	14
2021.08.02	11:25:00	26168	26173	26162	26166	47	0	14
2021.08.02	11:26:00	26167	26173	26166	26173	22	0	14
2021.08.02	11:27:00	26173	26173	26168	26172	23	0	14
2021.08.02	11:28:00	26172	26175	26171	26172	44	0	14
2021.08.02	11:29:00	26172	26183	26160	26160	48	0	14
2021.08.02	12:15:00	26167	26185	26167	26176	28	0	14
2021.08.02	12:16:00	26176	26191	26176	26183	29	0	14
2021.08.02	12:17:00	26183	26195	26180	26187	22	0	14
2021.08.02	12:18:00	26187	26197	26169	26188	13	0	14
2021.08.02	12:19:00	26188	26194	26188	26193	23	0	14
2021.08.02	12:20:00	26191	26195	26191	26193	9	0	14
2021.08.02	12:21:00	26193	26193	26183	26183	14	0	14
2021.08.02	12:22:00	26183	26184	26180	26181	18	0	14
2021.08.02	12:23:00	26181	26181	26177	26179	11	0	14
2021.08.02	12:24:00	26179	26190	26177	26187	24	0	14
2021.08.02	12:25:00	26187	26192	26185	26187	25	0	14
2021.08.02	12:26:00	26187	26187	26181	26183	14	0	14
2021.08.02	12:27:00	26183	26186	26183	26186	13	0	14
2021.08.02	12:28:00	26186	26188	26184	26185	7	0	14
2021.08.02	12:29:00	26185	26188	26183	26188	9	0	14
2021.08.02	12:30:00	26189	26193	26188	26193	15	0	14
2021.08.02	12:31:00	26193	26204	26193	26204	17	0	14
2021.08.02	12:32:00	26204	26205	26198	26199	15	0	14
2021.08.02	12:33:00	26199	26199	26193	26199	16	0	14
2021.08.02	12:34:00	26199	26199	26195	26197	17	0	14
2021.08.02	12:35:00	26197	26200	26194	26199	15	0	14
2021.08.02	12:36:00	26199	26206	26199	26206	16	0	14
2021.08.02	12:37:00	26206	26215	26205	26208	18	0	14
2021.08.02	12:38:00	26208	26214	26208	26212	10	0	14
2021.08.02	12:39:00	26212	26213	26207	26210	16	0	14
2021.08.02	12:40:00	26210	26218	26210	26218	16	0	14
2021.08.02	12:41:00	26217	26219	26217	26218	11	0	14
2021.08.02	12:42:00	26218	26226	26218	26222	18	0	14
2021.08.02	12:43:00	26222	26222	26217	26218	14	0	14
2021.08.02	12:44:00	26218	26222	26217	26222	9	0	14
2021.08.02	12:45:00	26222	26231	26222	26227	21	0	14
2021.08.02	12:46:00	26227	26231	26227	26228	20	0	14
2021.08.02	12:47:00	26228	26228	26223	26226	16	0	14
2021.08.02	12:48:00	26226	26229	26225	26228	19	0	14
2021.08.02	12:49:00	26228	26232	26226	26229	23	0	14
2021.08.02	12:50:00	26229	26229	26224	26226	13	0	14
2021.08.02	12:51:00	26226	26230	26223	26223	12	0	14
2021.08.02	12:52:00	26223	26229	26222	26229	20	0	14
2021.08.02	12:53:00	26229	26229	26223	26224	6	0	14
2021.08.02	12:54:00	26224	26225	26222	26222	7	0	14
2021.08.02	12:55:00	26222	26222	26217	26220	14	0	14
2021.08.02	12:56:00	26219	26220	26218	26218	4	0	14
2021.08.02	12:57:00	26218	26218	26213	26214	14	0	14
2021.08.02	12:58:00	26214	26214	26205	26206	25	0	14
2021.08.02	12:59:00	26206	26206	26202	26203	12	0	14
2021.08.02	13:00:00	26203	26203	26191	26192	22	0	14
2021.08.02	13:01:00	26192	26199	26185	26197	34	0	14
2021.08.02	13:02:00	26197	26205	26197	26199	16	0	14
2021.08.02	13:03:00	26199	26208	26199	26206	19	0	14
2021.08.02	13:04:00	26206	26208	26205	26207	21	0	14
2021.08.02	13:05:00	26207	26207	26200	26200	28	0	14
2021.08.02	13:06:00	26200	26201	26194	26195	17	0	14
2021.08.02	13:07:00	26195	26204	26192	26204	15	0	14
2021.08.02	13:08:00	26204	26208	26196	26207	19	0	14
2021.08.02	13:09:00	26207	26207	26202	26203	14	0	14
2021.08.02	13:10:00	26203	26204	26200	26204	22	0	14
2021.08.02	13:11:00	26204	26204	26198	26199	11	0	14
2021.08.02	13:12:00	26199	26200	26197	26200	13	0	14
2021.08.02	13:13:00	26200	26200	26190	26193	30	0	14
2021.08.02	13:14:00	26193	26197	26190	26194	17	0	14
2021.08.02	13:15:00	26194	26194	26184	26188	22	0	14
2021.08.02	13:16:00	26188	26198	26187	26198	12	0	14
2021.08.02	13:17:00	26198	26198	26191	26191	14	0	14
2021.08.02	13:18:00	26191	26199	26191	26198	14	0	14
2021.08.02	13:19:00	26198	26198	26193	26198	14	0	14
2021.08.02	13:20:00	26198	26199	26194	26199	13	0	14
2021.08.02	13:21:00	26199	26199	26191	26198	20	0	14
2021.08.02	13:22:00	26198	26198	26196	26196	10	0	14
2021.08.02	13:23:00	26196	26197	26196	26196	5	0	14
2021.08.02	13:24:00	26196	26199	26195	26199	8	0	14
2021.08.02	13:25:00	26199	26200	26198	26198	13	0	14
2021.08.02	13:26:00	26198	26204	26198	26200	17	0	14
2021.08.02	13:27:00	26200	26205	26199	26205	12	0	14
2021.08.02	13:28:00	26205	26209	26205	26208	10	0	14
2021.08.02	13:29:00	26208	26208	26203	26205	9	0	14
2021.08.02	13:30:00	26205	26206	26197	26204	30	0	14
2021.08.02	13:31:00	26204	26206	26198	26204	16	0	14
2021.08.02	13:32:00	26204	26206	26200	26206	21	0	14
2021.08.02	13:33:00	26206	26208	26202	26203	22	0	14
2021.08.02	13:34:00	26203	26204	26197	26198	18	0	14
2021.08.02	13:35:00	26198	26198	26187	26190	18	0	14
2021.08.02	13:36:00	26190	26195	26190	26195	15	0	14
2021.08.02	13:37:00	26195	26199	26195	26198	8	0	14
2021.08.02	13:38:00	26198	26201	26190	26191	17	0	14
2021.08.02	13:39:00	26191	26197	26190	26197	18	0	14
2021.08.02	13:40:00	26197	26202	26197	26199	16	0	14
2021.08.02	13:41:00	26199	26199	26186	26191	24	0	14
2021.08.02	13:42:00	26191	26197	26190	26195	16	0	14
2021.08.02	13:43:00	26195	26196	26195	26196	2	0	14
2021.08.02	13:44:00	26195	26196	26188	26190	20	0	14
2021.08.02	13:45:00	26190	26190	26180	26187	25	0	14
2021.08.02	13:46:00	26188	26189	26185	26186	11	0	14
2021.08.02	13:47:00	26186	26194	26186	26192	17	0	14
2021.08.02	13:48:00	26192	26194	26187	26194	25	0	14
2021.08.02	13:49:00	26194	26196	26194	26196	4	0	14
2021.08.02	13:50:00	26196	26196	26189	26190	14	0	14
2021.08.02	13:51:00	26190	26195	26187	26193	24	0	14
2021.08.02	13:52:00	26193	26199	26193	26197	15	0	14
2021.08.02	13:53:00	26197	26202	26196	26201	12	0	14
2021.08.02	13:54:00	26201	26203	26196	26201	14	0	14
2021.08.02	13:55:00	26201	26203	26199	26200	13	0	14
2021.08.02	13:56:00	26198	26198	26196	26196	8	0	14
2021.08.02	13:57:00	26196	26196	26174	26174	40	0	14
2021.08.02	13:58:00	26174	26176	26163	26172	43	0	14
2021.08.02	13:59:00	26173	26174	26154	26154	31	0	14
2021.08.02	14:00:00	26154	26154	26138	26152	54	0	14
2021.08.02	14:01:00	26153	26160	26150	26158	32	0	14
2021.08.02	14:02:00	26158	26159	26151	26152	23	0	14
2021.08.02	14:03:00	26152	26154	26146	26147	35	0	14
2021.08.02	14:04:00	26147	26149	26146	26149	24	0	14
2021.08.02	14:05:00	26149	26149	26140	26141	19	0	14
2021.08.02	14:06:00	26141	26152	26141	26152	24	0	14
2021.08.02	14:07:00	26152	26154	26149	26153	21	0	14
2021.08.02	14:08:00	26153	26153	26145	26145	21	0	14
2021.08.02	14:09:00	26144	26146	26137	26140	29	0	14
2021.08.02	14:10:00	26140	26150	26140	26149	22	0	14
2021.08.02	14:11:00	26149	26157	26149	26153	18	0	14
2021.08.02	14:12:00	26153	26155	26152	26154	17	0	14
2021.08.02	14:13:00	26154	26158	26153	26155	14	0	14
2021.08.02	14:14:00	26155	26161	26155	26158	29	0	14
2021.08.02	14:15:00	26157	26158	26152	26155	23	0	14
2021.08.02	14:16:00	26155	26161	26155	26160	9	0	14
2021.08.02	14:17:00	26160	26163	26157	26162	24	0	14
2021.08.02	14:18:00	26162	26168	26162	26168	28	0	14
2021.08.02	14:19:00	26168	26170	26168	26169	8	0	14
2021.08.02	14:20:00	26169	26174	26169	26173	17	0	14
2021.08.02	14:21:00	26173	26173	26164	26168	21	0	14
2021.08.02	14:22:00	26168	26171	26164	26164	19	0	14
2021.08.02	14:23:00	26164	26168	26162	26163	21	0	14
2021.08.02	14:24:00	26163	26163	26158	26159	15	0	14
